WorkOrderID,ReceivedDate,CompletedDate,ClientID,ServiceLine,Department,EmployeeID,Priority,ProductionCount,BillableHours,QualityScore,ReworkFlag,SLATargetHours,AHTMinutes,TATHours,SLAMet,CompletionMonth
WO000700,2025-07-18 01:53:57,2025-07-18 20:56:21,C009,Document Retrieval,Operations South,E023,Standard,1,0.19,97.3,No,24,11.50,19.04,Met,2025-07
WO001621,2025-07-18 11:15:44,2025-07-19 11:21:08,C010,Policy Administration,Operations Central,E001,Standard,1,0.38,91.2,Yes,72,22.65,24.09,Met,2025-07
WO001694,2025-07-17 01:31:30,2025-07-19 17:32:06,C002,Policy Checking,Operations South,E008,Standard,3,1.43,92.3,No,72,28.63,64.01,Met,2025-07
WO001044,2025-07-19 16:54:19,2025-07-20 03:23:07,C001,Document Retrieval,Operations Central,E036,Standard,8,2.14,95.8,Yes,24,16.03,10.48,Met,2025-07
WO000486,2025-07-18 03:08:20,2025-07-20 04:00:32,C002,Policy Administration,Operations North,E022,Standard,4,1.93,96.4,No,72,28.89,48.87,Met,2025-07
WO001301,2025-07-17 17:32:15,2025-07-20 12:56:51,C004,Policy Administration,Operations South,E002,Standard,1,0.45,91.0,No,72,26.90,67.41,Met,2025-07
WO000109,2025-07-21 01:06:27,2025-07-21 04:52:03,C013,Document Retrieval,Operations North,E024,Rush,10,2.73,98.6,No,12,16.39,3.76,Met,2025-07
WO001710,2025-07-19 22:52:36,2025-07-21 05:54:24,C003,Policy Checking,Operations North,E015,Standard,1,0.50,98.2,No,72,30.01,31.03,Met,2025-07
WO000408,2025-07-20 10:59:43,2025-07-21 13:30:19,C015,Certificate Issuance,Operations Central,E006,Standard,5,1.11,96.3,No,48,13.27,26.51,Met,2025-07
WO000751,2025-07-22 02:23:09,2025-07-22 12:21:21,C008,Document Retrieval,Operations North,E015,Standard,9,1.71,95.6,No,24,11.38,9.97,Met,2025-07
WO001720,2025-07-18 04:06:02,2025-07-22 12:37:14,C014,Policy Administration,Operations South,E020,Standard,1,0.41,90.1,Yes,72,24.79,104.52,Not Met,2025-07
WO000040,2025-07-21 17:00:56,2025-07-22 14:10:32,C009,Certificate Issuance,Operations North,E006,Standard,2,0.56,93.4,No,48,16.79,21.16,Met,2025-07
WO000322,2025-07-21 17:47:11,2025-07-22 15:35:47,C009,Certificate Issuance,Operations North,E003,Standard,1,0.32,97.4,No,48,18.95,21.81,Met,2025-07
WO000297,2025-07-18 00:40:45,2025-07-22 15:41:57,C012,Policy Administration,Operations South,E009,Standard,3,0.80,95.3,No,72,16.02,111.02,Not Met,2025-07
WO001473,2025-07-23 01:12:15,2025-07-23 19:14:03,C006,Policy Administration,Operations South,E013,Rush,4,1.79,95.3,No,36,26.83,18.03,Met,2025-07
WO001666,2025-07-20 19:58:31,2025-07-23 20:21:55,C006,Certificate Issuance,Operations Central,E031,Standard,3,0.97,91.3,No,48,19.45,72.39,Not Met,2025-07
WO001039,2025-07-20 18:05:41,2025-07-24 03:16:29,C004,Direct Bill Posting,Operations South,E002,Standard,14,1.47,95.2,No,48,6.31,81.18,Not Met,2025-07
WO000926,2025-07-22 16:06:16,2025-07-24 10:35:04,C004,Certificate Issuance,Operations North,E005,Standard,5,1.58,99.7,No,48,18.91,42.48,Met,2025-07
WO001480,2025-07-24 16:44:28,2025-07-25 21:49:52,C011,Document Retrieval,Operations South,E018,Standard,4,0.66,97.4,No,24,9.84,29.09,Not Met,2025-07
WO001532,2025-07-24 21:02:34,2025-07-26 15:02:34,C005,Policy Administration,Operations Central,E024,Standard,5,2.36,93.6,No,72,28.34,42.00,Met,2025-07
WO000983,2025-07-24 11:48:37,2025-07-26 15:33:01,C005,Certificate Issuance,Operations South,E007,Standard,2,0.73,92.9,No,48,21.84,51.74,Not Met,2025-07
WO000654,2025-07-24 09:17:23,2025-07-27 00:20:23,C005,Policy Checking,Operations North,E007,Standard,1,0.68,92.4,No,72,40.69,63.05,Met,2025-07
WO001647,2025-07-26 08:33:44,2025-07-27 06:43:56,C012,Document Retrieval,Operations South,E021,Standard,10,2.49,93.8,No,24,14.93,22.17,Met,2025-07
WO000002,2025-07-27 11:24:33,2025-07-27 19:53:21,C003,Document Retrieval,Operations Central,E030,Rush,6,0.99,94.5,No,12,9.95,8.48,Met,2025-07
WO001188,2025-07-25 20:14:16,2025-07-28 06:29:16,C013,Policy Checking,Operations Central,E007,Rush,2,1.06,92.5,No,36,31.69,58.25,Not Met,2025-07
WO001708,2025-07-26 13:48:33,2025-07-28 09:58:45,C004,Certificate Issuance,Operations North,E005,Standard,3,0.76,94.8,No,48,15.10,44.17,Met,2025-07
WO000285,2025-07-26 10:17:21,2025-07-28 12:25:45,C005,Direct Bill Posting,Operations South,E005,Standard,5,0.63,92.0,No,48,7.60,50.14,Not Met,2025-07
WO001767,2025-07-26 23:11:57,2025-07-28 15:15:33,C008,Document Retrieval,Operations South,E035,Standard,2,0.42,93.9,No,24,12.56,40.06,Not Met,2025-07
WO000265,2025-07-26 13:54:24,2025-07-28 22:47:12,C009,Policy Checking,Operations Central,E004,Standard,2,1.51,93.1,No,72,45.36,56.88,Met,2025-07
WO000538,2025-07-27 15:07:25,2025-07-28 23:00:49,C014,Certificate Issuance,Operations South,E010,Standard,4,0.87,91.1,No,48,13.03,31.89,Met,2025-07
WO000079,2025-07-27 10:44:31,2025-07-29 05:14:31,C011,Certificate Issuance,Operations Central,E014,Standard,3,0.72,98.2,No,48,14.45,42.50,Met,2025-07
WO001610,2025-07-28 01:31:54,2025-07-29 07:42:06,C014,Policy Checking,Operations North,E006,Rush,2,1.46,96.6,No,36,43.91,30.17,Met,2025-07
WO001261,2025-07-28 13:26:23,2025-07-29 07:58:11,C005,Document Retrieval,Operations Central,E015,Standard,1,0.26,94.7,No,24,15.37,18.53,Met,2025-07
WO000853,2025-07-29 12:11:25,2025-07-29 21:01:13,C003,Document Retrieval,Operations North,E006,Standard,9,1.35,99.4,No,24,8.98,8.83,Met,2025-07
WO000949,2025-07-28 13:43:45,2025-07-30 08:57:33,C014,Policy Checking,Operations Central,E032,Standard,1,0.70,95.6,No,72,41.94,43.23,Met,2025-07
WO000644,2025-07-29 05:41:27,2025-07-30 13:45:39,C005,Policy Administration,Operations North,E006,Rush,1,0.46,98.0,No,36,27.70,32.07,Met,2025-07
WO000766,2025-07-29 21:08:26,2025-07-30 13:46:14,C010,Document Retrieval,Operations Central,E026,Standard,9,1.99,91.0,No,24,13.25,16.63,Met,2025-07
WO000361,2025-07-28 01:56:37,2025-07-30 20:15:13,C012,Policy Checking,Operations South,E016,Standard,1,0.57,99.4,No,72,34.38,66.31,Met,2025-07
WO001118,2025-07-29 06:01:50,2025-07-31 19:42:02,C006,Direct Bill Posting,Operations Central,E016,Standard,19,3.33,95.5,No,48,10.53,61.67,Not Met,2025-07
WO000694,2025-07-27 15:50:27,2025-08-01 01:04:15,C015,Policy Administration,Operations South,E013,Standard,3,1.10,90.9,Yes,72,22.08,105.23,Not Met,2025-08
WO001651,2025-07-31 08:40:42,2025-08-01 10:43:06,C011,Certificate Issuance,Operations Central,E036,Rush,4,1.64,92.5,No,24,24.67,26.04,Not Met,2025-08
WO001752,2025-07-31 05:53:50,2025-08-01 12:06:26,C002,Policy Checking,Operations North,E012,Standard,2,1.47,95.1,No,72,44.09,30.21,Met,2025-08
WO000772,2025-07-31 17:05:07,2025-08-01 14:54:19,C014,Document Retrieval,Operations North,E025,Standard,10,2.25,98.5,No,24,13.48,21.82,Met,2025-08
WO001688,2025-07-30 06:49:53,2025-08-01 14:58:53,C009,Policy Checking,Operations Central,E016,Standard,3,1.95,93.4,No,72,38.93,56.15,Met,2025-08
WO001734,2025-07-29 14:02:51,2025-08-02 04:00:27,C012,Policy Checking,Operations Central,E020,Standard,3,1.43,97.6,No,72,28.64,85.96,Not Met,2025-08
WO001676,2025-08-01 03:42:27,2025-08-02 10:25:03,C015,Certificate Issuance,Operations Central,E014,Standard,3,1.07,98.3,No,48,21.40,30.71,Met,2025-08
WO000906,2025-07-31 01:18:59,2025-08-02 13:15:23,C015,Policy Administration,Operations Central,E020,Standard,3,1.44,91.3,No,72,28.89,59.94,Met,2025-08
WO001385,2025-08-02 02:52:05,2025-08-02 13:52:05,C011,Document Retrieval,Operations Central,E012,Standard,3,0.51,90.3,Yes,24,10.10,11.00,Met,2025-08
WO000844,2025-08-02 15:47:10,2025-08-03 04:18:22,C009,Direct Bill Posting,Operations North,E024,Rush,11,1.92,96.9,No,24,10.49,12.52,Met,2025-08
WO000168,2025-08-01 20:24:48,2025-08-03 06:48:48,C015,Policy Checking,Operations South,E017,Standard,4,2.14,95.9,No,72,32.15,34.40,Met,2025-08
WO000474,2025-08-03 21:05:48,2025-08-04 03:17:48,C007,Document Retrieval,Operations South,E004,Rush,7,1.43,92.6,No,12,12.25,6.20,Met,2025-08
WO000893,2025-08-02 02:59:56,2025-08-04 09:24:32,C008,Policy Checking,Operations North,E024,Standard,4,2.92,93.4,No,72,43.75,54.41,Met,2025-08
WO001342,2025-08-04 06:12:33,2025-08-04 13:59:57,C002,Document Retrieval,Operations South,E034,Standard,5,0.89,99.5,No,24,10.68,7.79,Met,2025-08
WO000425,2025-08-03 17:37:43,2025-08-04 18:22:07,C009,Direct Bill Posting,Operations South,E036,Standard,19,2.13,98.7,No,48,6.72,24.74,Met,2025-08
WO001087,2025-08-04 08:16:56,2025-08-05 01:13:56,C003,Document Retrieval,Operations Central,E002,Standard,5,1.08,94.4,No,24,12.91,16.95,Met,2025-08
WO001154,2025-08-02 09:39:34,2025-08-05 02:19:10,C010,Policy Administration,Operations South,E021,Standard,1,0.27,97.6,No,72,16.14,64.66,Met,2025-08
WO001442,2025-08-04 19:08:06,2025-08-05 03:16:30,C014,Document Retrieval,Operations Central,E016,Standard,4,0.77,94.2,No,24,11.58,8.14,Met,2025-08
WO000161,2025-08-02 23:58:38,2025-08-05 08:48:26,C005,Direct Bill Posting,Operations North,E023,Standard,8,0.82,93.3,No,48,6.15,56.83,Not Met,2025-08
WO001471,2025-08-06 01:48:04,2025-08-06 21:01:52,C006,Direct Bill Posting,Operations North,E030,Standard,11,1.35,98.5,No,48,7.34,19.23,Met,2025-08
WO000339,2025-08-05 18:22:29,2025-08-07 02:15:17,C014,Direct Bill Posting,Operations Central,E029,Standard,16,2.71,90.2,Yes,48,10.15,31.88,Met,2025-08
WO000057,2025-08-04 22:36:13,2025-08-07 06:57:13,C002,Policy Administration,Operations Central,E020,Standard,2,0.55,97.7,No,72,16.51,56.35,Met,2025-08
WO000099,2025-08-07 03:06:16,2025-08-08 01:32:04,C005,Document Retrieval,Operations North,E025,Standard,10,1.56,92.3,No,24,9.37,22.43,Met,2025-08
WO000308,2025-08-08 01:15:06,2025-08-08 12:44:30,C004,Direct Bill Posting,Operations South,E030,Rush,17,2.16,94.8,Yes,24,7.62,11.49,Met,2025-08
WO001404,2025-08-07 13:12:32,2025-08-08 12:56:20,C005,Direct Bill Posting,Operations Central,E011,Standard,7,0.92,96.4,No,48,7.85,23.73,Met,2025-08
WO000261,2025-08-07 21:08:51,2025-08-09 06:53:15,C007,Policy Administration,Operations South,E009,Standard,4,1.91,90.7,Yes,72,28.59,33.74,Met,2025-08
WO000386,2025-08-08 09:02:16,2025-08-09 10:43:04,C015,Direct Bill Posting,Operations North,E032,Standard,19,1.90,93.9,No,48,5.99,25.68,Met,2025-08
WO001040,2025-08-08 16:24:12,2025-08-10 11:20:00,C013,Direct Bill Posting,Operations Central,E034,Standard,12,1.20,99.3,No,48,5.99,42.93,Met,2025-08
WO000950,2025-08-10 00:55:26,2025-08-10 11:26:02,C013,Document Retrieval,Operations South,E002,Standard,10,1.47,90.4,Yes,24,8.84,10.51,Met,2025-08
WO000576,2025-08-09 23:25:23,2025-08-10 15:17:35,C007,Certificate Issuance,Operations North,E028,Rush,5,1.92,95.1,No,24,23.01,15.87,Met,2025-08
WO000611,2025-08-09 08:04:15,2025-08-11 01:38:27,C003,Direct Bill Posting,Operations South,E030,Standard,15,2.03,90.8,Yes,48,8.11,41.57,Met,2025-08
WO000158,2025-08-10 20:41:46,2025-08-11 05:39:58,C015,Document Retrieval,Operations North,E031,Rush,9,1.80,95.6,No,12,11.99,8.97,Met,2025-08
WO001027,2025-08-11 04:38:14,2025-08-11 12:30:26,C015,Document Retrieval,Operations Central,E006,Standard,7,1.86,98.4,No,24,15.94,7.87,Met,2025-08
WO000045,2025-08-06 20:56:38,2025-08-11 22:21:14,C009,Policy Administration,Operations North,E005,Standard,5,1.38,95.6,No,72,16.61,121.41,Not Met,2025-08
WO000201,2025-08-11 13:12:04,2025-08-12 10:37:16,C012,Certificate Issuance,Operations Central,E013,Standard,3,1.11,90.3,Yes,48,22.28,21.42,Met,2025-08
WO001244,2025-08-10 00:13:47,2025-08-12 10:49:47,C004,Policy Checking,Operations South,E001,Standard,3,2.08,95.5,No,72,41.51,58.60,Met,2025-08
WO001772,2025-08-10 16:08:59,2025-08-12 14:32:23,C013,Policy Administration,Operations Central,E031,Standard,4,1.16,98.9,No,72,17.38,46.39,Met,2025-08
WO000375,2025-08-11 00:30:41,2025-08-12 17:29:29,C009,Certificate Issuance,Operations North,E002,Standard,2,0.55,98.6,No,48,16.49,40.98,Met,2025-08
WO001759,2025-08-10 18:23:10,2025-08-13 09:19:34,C008,Certificate Issuance,Operations South,E008,Standard,5,1.42,98.4,Yes,48,17.04,62.94,Not Met,2025-08
WO000587,2025-08-13 01:51:51,2025-08-13 13:05:39,C007,Policy Administration,Operations Central,E003,Rush,3,1.49,100.0,No,36,29.82,11.23,Met,2025-08
WO001207,2025-08-10 04:51:16,2025-08-13 21:29:04,C013,Direct Bill Posting,Operations South,E025,Standard,17,2.66,96.7,No,48,9.40,88.63,Not Met,2025-08
WO001152,2025-08-13 09:33:58,2025-08-14 06:03:58,C011,Direct Bill Posting,Operations Central,E001,Standard,15,1.69,98.3,No,48,6.77,20.50,Met,2025-08
WO001082,2025-08-13 10:38:13,2025-08-14 16:58:37,C014,Certificate Issuance,Operations Central,E009,Standard,4,0.90,99.5,No,48,13.46,30.34,Met,2025-08
WO001796,2025-08-11 20:34:08,2025-08-15 08:20:20,C011,Policy Checking,Operations Central,E008,Standard,1,0.69,90.8,Yes,72,41.35,83.77,Not Met,2025-08
WO001777,2025-08-14 05:25:09,2025-08-15 10:58:45,C012,Policy Administration,Operations North,E023,Rush,2,0.61,99.8,No,36,18.18,29.56,Met,2025-08
WO001309,2025-08-14 09:42:26,2025-08-15 14:55:38,C003,Certificate Issuance,Operations Central,E013,Standard,4,1.13,98.3,No,48,17.01,29.22,Met,2025-08
WO000897,2025-08-14 06:20:59,2025-08-15 20:30:35,C008,Certificate Issuance,Operations North,E022,Standard,4,1.32,90.9,Yes,48,19.81,38.16,Met,2025-08
WO001540,2025-08-15 05:31:55,2025-08-16 02:11:31,C015,Direct Bill Posting,Operations Central,E027,Standard,12,2.12,92.0,No,48,10.62,20.66,Met,2025-08
WO000580,2025-08-14 16:23:45,2025-08-16 07:22:33,C001,Certificate Issuance,Operations Central,E007,Standard,5,1.26,97.2,No,48,15.09,38.98,Met,2025-08
WO000228,2025-08-15 15:13:01,2025-08-16 08:25:37,C010,Direct Bill Posting,Operations Central,E029,Standard,13,1.56,95.0,No,48,7.21,17.21,Met,2025-08
WO000683,2025-08-12 16:31:20,2025-08-16 12:40:20,C015,Policy Checking,Operations South,E032,Standard,2,1.21,95.6,No,72,36.39,92.15,Not Met,2025-08
WO000653,2025-08-14 15:52:04,2025-08-16 12:43:40,C006,Policy Checking,Operations North,E033,Standard,3,1.58,95.1,No,72,31.60,44.86,Met,2025-08
WO001735,2025-08-15 19:29:01,2025-08-16 13:09:13,C012,Document Retrieval,Operations Central,E012,Standard,8,1.66,94.3,No,24,12.42,17.67,Met,2025-08
WO000447,2025-08-16 08:03:28,2025-08-16 13:10:40,C001,Document Retrieval,Operations Central,E019,Rush,2,0.54,96.2,No,12,16.06,5.12,Met,2025-08
WO000367,2025-08-15 16:16:24,2025-08-16 21:57:48,C002,Direct Bill Posting,Operations North,E012,Standard,8,0.77,95.9,No,48,5.81,29.69,Met,2025-08
WO000132,2025-08-16 10:11:07,2025-08-17 02:22:31,C011,Direct Bill Posting,Operations North,E008,Standard,7,1.04,91.4,No,48,8.91,16.19,Met,2025-08
WO000633,2025-08-15 19:19:43,2025-08-17 12:43:07,C011,Policy Checking,Operations South,E026,Standard,2,1.55,90.8,Yes,72,46.47,41.39,Met,2025-08
WO000507,2025-08-16 17:24:22,2025-08-17 13:48:58,C008,Certificate Issuance,Operations South,E036,Standard,3,1.20,99.6,No,48,24.07,20.41,Met,2025-08
WO000043,2025-08-15 21:45:10,2025-08-17 16:18:10,C006,Policy Checking,Operations South,E031,Standard,2,1.34,98.8,No,72,40.09,42.55,Met,2025-08
WO000491,2025-08-17 04:15:40,2025-08-18 02:22:16,C010,Policy Administration,Operations Central,E019,Rush,2,0.97,91.4,No,36,29.19,22.11,Met,2025-08
WO000400,2025-08-17 11:28:06,2025-08-18 04:46:06,C009,Direct Bill Posting,Operations Central,E030,Standard,15,2.31,95.4,No,48,9.24,17.30,Met,2025-08
WO000643,2025-08-18 01:27:16,2025-08-18 17:50:40,C007,Document Retrieval,Operations Central,E007,Standard,1,0.24,91.6,No,24,14.66,16.39,Met,2025-08
WO001358,2025-08-16 21:43:24,2025-08-18 19:57:48,C014,Policy Administration,Operations Central,E002,Standard,2,0.70,98.8,No,72,21.09,46.24,Met,2025-08
WO000244,2025-08-17 10:03:42,2025-08-18 23:34:54,C009,Certificate Issuance,Operations Central,E029,Standard,6,1.73,97.4,No,48,17.28,37.52,Met,2025-08
WO000823,2025-08-18 09:23:23,2025-08-19 01:02:59,C005,Certificate Issuance,Operations North,E031,Standard,1,0.39,94.7,No,48,23.41,15.66,Met,2025-08
WO001074,2025-08-18 20:48:44,2025-08-19 12:48:44,C013,Certificate Issuance,Operations Central,E018,Rush,5,1.46,92.3,No,24,17.50,16.00,Met,2025-08
WO001075,2025-08-19 04:26:53,2025-08-19 14:11:53,C006,Document Retrieval,Operations North,E015,Standard,9,1.33,98.0,No,24,8.88,9.75,Met,2025-08
WO000046,2025-08-16 06:43:00,2025-08-19 17:40:00,C003,Direct Bill Posting,Operations South,E017,Standard,15,1.88,94.7,No,48,7.50,82.95,Not Met,2025-08
WO001283,2025-08-18 17:28:34,2025-08-19 20:41:46,C009,Policy Administration,Operations South,E014,Standard,1,0.38,94.1,No,72,22.79,27.22,Met,2025-08
WO001405,2025-08-19 02:51:56,2025-08-19 20:57:20,C003,Certificate Issuance,Operations Central,E036,Rush,2,0.61,93.6,No,24,18.35,18.09,Met,2025-08
WO001361,2025-08-19 21:25:26,2025-08-20 08:21:14,C001,Document Retrieval,Operations South,E004,Standard,5,0.84,96.0,No,24,10.05,10.93,Met,2025-08
WO000819,2025-08-19 14:55:53,2025-08-20 11:13:17,C014,Document Retrieval,Operations South,E013,Standard,10,2.61,93.4,No,24,15.65,20.29,Met,2025-08
WO000613,2025-08-17 22:31:07,2025-08-20 17:17:19,C004,Policy Administration,Operations Central,E026,Standard,1,0.34,90.5,Yes,72,20.15,66.77,Met,2025-08
WO001192,2025-08-19 05:39:20,2025-08-21 00:12:56,C011,Policy Administration,Operations South,E019,Standard,2,0.60,98.5,No,72,18.00,42.56,Met,2025-08
WO000242,2025-08-20 07:06:06,2025-08-21 06:31:18,C011,Policy Administration,Operations Central,E014,Rush,4,1.18,97.2,No,36,17.63,23.42,Met,2025-08
WO001479,2025-08-20 14:13:29,2025-08-21 12:35:41,C006,Document Retrieval,Operations North,E032,Standard,1,0.21,93.8,No,24,12.43,22.37,Met,2025-08
WO001389,2025-08-20 19:21:34,2025-08-21 16:12:34,C007,Document Retrieval,Operations Central,E012,Standard,6,1.08,99.4,No,24,10.80,20.85,Met,2025-08
WO000050,2025-08-21 01:02:48,2025-08-21 16:55:36,C007,Certificate Issuance,Operations Central,E015,Standard,4,1.38,90.9,Yes,48,20.66,15.88,Met,2025-08
WO000080,2025-08-20 10:38:37,2025-08-21 19:19:25,C005,Certificate Issuance,Operations North,E006,Standard,2,0.79,95.2,No,48,23.68,32.68,Met,2025-08
WO000523,2025-08-21 12:13:02,2025-08-22 18:56:14,C003,Policy Checking,Operations Central,E029,Standard,4,2.96,99.4,No,72,44.47,30.72,Met,2025-08
WO000457,2025-08-22 05:25:32,2025-08-22 22:17:08,C015,Certificate Issuance,Operations Central,E020,Rush,5,1.57,92.9,No,24,18.88,16.86,Met,2025-08
WO000300,2025-08-22 11:48:06,2025-08-23 05:55:18,C010,Direct Bill Posting,Operations South,E007,Standard,8,0.90,99.5,No,48,6.74,18.12,Met,2025-08
WO000763,2025-08-22 16:36:52,2025-08-23 10:17:40,C005,Document Retrieval,Operations Central,E023,Standard,1,0.24,95.7,No,24,14.43,17.68,Met,2025-08
WO000776,2025-08-22 18:11:15,2025-08-23 18:47:15,C012,Policy Administration,Operations North,E028,Standard,3,1.09,99.8,No,72,21.78,24.60,Met,2025-08
WO000987,2025-08-22 20:53:35,2025-08-23 22:30:47,C010,Policy Checking,Operations North,E009,Standard,4,2.84,97.2,No,72,42.62,25.62,Met,2025-08
WO000691,2025-08-23 09:38:29,2025-08-24 17:52:17,C009,Document Retrieval,Operations South,E004,Standard,6,1.14,99.9,No,24,11.35,32.23,Not Met,2025-08
WO000533,2025-08-23 04:21:15,2025-08-24 22:22:27,C004,Document Retrieval,Operations Central,E017,Standard,5,1.20,92.4,No,24,14.42,42.02,Not Met,2025-08
WO000543,2025-08-24 16:25:28,2025-08-25 08:06:16,C004,Direct Bill Posting,Operations Central,E005,Standard,20,3.03,99.7,No,48,9.08,15.68,Met,2025-08
WO001649,2025-08-23 12:19:59,2025-08-25 19:49:59,C002,Policy Administration,Operations Central,E013,Standard,4,1.81,96.7,No,72,27.14,55.50,Met,2025-08
WO001474,2025-08-24 16:20:29,2025-08-25 20:11:29,C004,Direct Bill Posting,Operations South,E028,Standard,15,2.38,98.3,No,48,9.52,27.85,Met,2025-08
WO001669,2025-08-25 07:15:22,2025-08-26 02:20:10,C015,Document Retrieval,Operations North,E015,Standard,7,1.70,90.4,Yes,24,14.54,19.08,Met,2025-08
WO001547,2025-08-25 21:00:03,2025-08-26 05:09:03,C014,Document Retrieval,Operations South,E021,Standard,10,1.67,90.3,Yes,24,10.01,8.15,Met,2025-08
WO001217,2025-08-24 09:16:12,2025-08-26 09:14:24,C006,Policy Checking,Operations Central,E033,Standard,1,0.77,97.3,No,72,46.10,47.97,Met,2025-08
WO001614,2025-08-25 14:18:37,2025-08-26 12:55:13,C010,Document Retrieval,Operations North,E018,Standard,5,1.04,99.5,No,24,12.51,22.61,Met,2025-08
WO000083,2025-08-25 16:49:59,2025-08-26 14:30:47,C014,Document Retrieval,Operations North,E033,Standard,4,1.00,95.2,No,24,14.93,21.68,Met,2025-08
WO001642,2025-08-25 03:02:17,2025-08-26 14:33:29,C012,Certificate Issuance,Operations South,E002,Standard,3,0.91,98.6,No,48,18.14,35.52,Met,2025-08
WO000440,2025-08-25 10:40:43,2025-08-26 18:55:07,C013,Policy Administration,Operations Central,E003,Standard,5,1.43,94.5,No,72,17.15,32.24,Met,2025-08
WO001749,2025-08-25 10:46:36,2025-08-26 20:34:36,C001,Policy Administration,Operations North,E026,Standard,1,0.46,99.1,Yes,72,27.66,33.80,Met,2025-08
WO000197,2025-08-25 20:50:58,2025-08-27 03:25:46,C014,Policy Checking,Operations North,E014,Standard,2,1.51,97.6,No,72,45.31,30.58,Met,2025-08
WO000838,2025-08-26 03:46:56,2025-08-27 12:46:20,C010,Direct Bill Posting,Operations Central,E031,Standard,15,2.60,97.5,No,48,10.38,32.99,Met,2025-08
WO001240,2025-08-26 11:53:32,2025-08-27 16:46:56,C001,Policy Checking,Operations Central,E027,Standard,3,2.19,94.5,No,72,43.88,28.89,Met,2025-08
WO000574,2025-08-22 14:34:55,2025-08-27 16:52:55,C004,Policy Checking,Operations South,E016,Standard,2,1.25,90.7,Yes,72,37.63,122.30,Not Met,2025-08
WO000516,2025-08-25 11:47:56,2025-08-28 06:26:56,C004,Direct Bill Posting,Operations Central,E030,Standard,6,0.87,92.7,No,48,8.71,66.65,Not Met,2025-08
